Product (Ticket ID),Work Description (Ticket),Incident Description (Ticket),Month,Product Category
MPMEXCELLOD,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPO5530,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPO5530,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MECG6208VIEWC,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-Multi channel
MECGGENX3S,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-Multi channel
M8108VIEW,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-Multi channel
M9108,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-Multi channel
M9108,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-Multi channel
MPO5530,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPO5530,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPM5644SNIBPSPO2,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPO5530,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MPO5530,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MECG9108D,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-Multi channel
MPM5644SNIBPSPO2,(reason not mentioned),"INSTALLATION 

THRU MAIL FROM BABLU MAHAUR",aug,Patient monitors
MPO5531N,(reason not mentioned),"INSTALLATION 

THRUE MAIL FROM BABLU MAHAUR",aug,Patient monitors
MPMNSNjulN,(reason not mentioned),"INSTALLATION

THRU MAIL FROM Bablu Mahaur",aug,Patient monitors
MFD9jul13,(reason not mentioned),"INSTALLATION

THRU MAIL FROM Inspiration Service",aug,Foetal Doppler
BPLBLOSSOM10,INSTALATION MACHINE WORKING GOOD CONDITION,"INSTALLATION

THRU MAIL FROM  Inspiration Service",aug,Mother Infant Care
MDF261julR,(reason not mentioned),"INSTALLATION

THRU MAIL FROM Inspiration Service",aug,Defibrillators-Bi-Phasic
MFM9853,(reason not mentioned),"INSTALLATION

THRU MAIL FROM Inspiration Service",aug,Foetal Monitor
BPLFLORET100,(reason not mentioned),"INSTALLUTION

THRU MAIL FROM Inspiration Service",aug,Mother Infant Care
MFM9852,(reason not mentioned),"INSTALLATION 

THRU MAIL FROM Inspiration Service",aug,Foetal Monitor
MPO5530,(reason not mentioned),"INSTALLATION

THRU MAIL FROM Inspiration Service",aug,Patient monitors
MPMEXCELLOD,INSTALLATION MACHINE WORKING GOOD CONDITION,"INSTALLATION

THRU MAIL FROM Inspiration Service",aug,Patient monitors
MPMEXCELLOD,INSTALLATION MACHINE WORKING GOOD CONDITION,"INSTALLATION

THRU MAIL FROM Inspiration Service",aug,Patient monitors
MPMEXCELLOD,INSTALLATION MACHINE WORKING GOOD CONDITION,"INSTALLATION

THRU MAIL FROM  Inspiration Service",aug,Patient monitors
MFM9853,(reason not mentioned),"INSTALLATION 

THRU MAIL Inspiration Service",aug,Foetal Monitor
MFM9853,(reason not mentioned),"INSTALLUTION 

THRUE MAIL FROM Inspiration Service",aug,Foetal Monitor
MECG6208VIEWC,(reason not mentioned),"INATALLATION

THRU MAIL FROM Inspiration Service",aug,Electrocardiographs-Multi channel
MPM5588UPDS,(reason not mentioned),"INSTALLATION

THRU MAIL FROM BABLU MAHAUR",aug,Patient monitors
MFM9852,(reason not mentioned),"INSTALLATION 

THRU MAIL FROM TECHNOLOGIES MEDIASSIST",aug,Foetal Monitor
MECG9108D,INSTALLATION MACHINE WORKING IN GOOD CONDITION,"INSTALLATION

THRU MAIL FROM Inspiration Service",aug,Electrocardiographs-Multi channel
MFM9853,(reason not mentioned),"Keypcb problem 

THRU MAIL FROM MEDIC INDIA",aug,Foetal Monitor
FG5008230,SOLVE ON TELEPHONIC UNIT WORKING OK," Oxygen cell failure

THRU MAIL FROM MR SATISH DHANGAR 

O/W",aug,Penlon-Anaesthesia work station
MECUBE-8,REPLACED THE CONVEX PROBE.,"convex probe issue 

thru mr manish 

mob 

9650664jul24",aug,UltraSound
M108TDIGI,(reason not mentioned),"MACHINE MOT SWITCHING ON 

THRU MR KISHAN 

O/W",aug,Electrocardiographs-single channel
MECG6108TB,"BATTERY COMPLAINT

BATTERY TO BE REPLACE, CUSTOMER WILL INFO","NOT GETTING ECG 

THRU MR ATHUL 

O/W",aug,Electrocardiographs-single channel
MECG6208VIEWC,"PT CABLE COMPLAINT.

REPLACED PT CABLE AND WORKING FINE.","VIOBRATION ECG 

THRU MR ATHUL 

O/W",aug,Electrocardiographs-Multi channel
MECG6108TB,"VIBRATION IN AC SUPPLY.

BATTERY WEAK

NEED TO REPLACE. CUST","VIBRATION AND LEAD OFF 

THRU MR ATHUL 

O/W",aug,Electrocardiographs-single channel
MSTSTMILLU-BPL,(reason not mentioned),"INSTALLATION THRU MAIL FROM 

H CARE MEDICAL",aug,STS-Stress test system
M8108VIEW,(reason not mentioned),"UNIT NOT FUNCTIONING.

THRU MAIL FROM MR JYOTIPRAKASH MITRA",aug,Electrocardiographs-Multi channel
MECUBE-8LE,(reason not mentioned),"image clarity issue

THRU MS SIPRA 

MOB 

8539933063

98323",aug,UltraSound
M108TDIGI,(reason not mentioned),Dealer Attend,aug,Electrocardiographs-single channel
MPMEXCELLOD,(reason not mentioned),"Installation

THRU MAIL FROM

TECHNOLOGIES VARADA",aug,Patient monitors
M9108,(reason not mentioned),"


INSTALLUTION 

THRU MAIL FROM Technologies Mediassist

",aug,Electrocardiographs-Multi channel
MDF2509R,(reason not mentioned),"Installation

THRU MAIL FROM

MEDWAY DEALER",aug,Defibrillators- Mono phasic
MECUBE-8LE,(reason not mentioned),"Installation

THRU MAIL FROM

SATISH SINGH",aug,UltraSound
M9108,(reason not mentioned),"Installation

THRU MAIL FROM

NEHA ASSOCIATES

",aug,Electrocardiographs-Multi channel
MPMEXCELLOD,INSTALLATION MACHINE WORKING GOOD CONDITION,"INSTALLATION

THRU MAIL FROM  Inspiration Service",aug,Patient monitors
MPMEXCELLOD,INSTALLATION MACHINE WORKING GOOD CONDITION,"INSTALLUTION 

THRU MAIL FROM Inspiration Service",aug,Patient monitors
MBPLCRAYP, c arm x ray aborted problem. insode the machine rat byte.re,"X Ray Aborted Inverter problem

O/W

THRU MAIL FROM

Prabaka",aug,C-Arm
MPMSSS10,"SPO2 SENSOR COMPLAINT. MASIMO Y SENSOR


NEW SENSOR FAILURE,","SPO2 SENSOR ISSUE

AMC

THRU CALL FROM ABIN

9946826196

LIF",aug,Patient monitors
MECUBE-8LE,(reason not mentioned),"INSTALLATION

THRU MAIL FROM HARINADHA BABU",aug,UltraSound
MECGGENX3,(reason not mentioned),"INSTALLATON

THRU MAIL FROM HARINADH BABU",aug,Electrocardiographs-Multi channel
MECUBE-8DIA,cp main pcb and cp ruber cleaned now working ok.,"FREEZ BUTTON ISSUE

O/W

THRU CALL FROM HIMANSHU

CUSTOMER N",aug,UltraSound
MECG6208VIEWC,"PT CABLE COMPLAINT(NEW ONE ISSUED ON 11.04.2023, SF INV. B2B","patient cable issue

amc

thru call from abhinav

LIFE CARE",aug,Electrocardiographs-Multi channel
MPM5588TSPL,(reason not mentioned),"TOUCH NOT WORKING

AMC

THRU MAIL FROM RADIX HEALTHCARE",aug,Patient monitors
MECGGENX3,"printer not working 

thermal head found defective 

thermal","ECG LEADS ISSUE

O/W

THRU CALL FROM KARAN 

PARTH MEDICAL S",aug,Electrocardiographs-Multi channel
BPLSYRPUMP,(reason not mentioned),"BATTERY ISSUE

AMC

THRU MAIL MEDIC INDIA CHENNAI",aug,Syringe pump
BPLSYRPUMP,(reason not mentioned),"BATTERY ISSUE

THRU MAIL FROM MEDIC INDIA CHENNAI",aug,Syringe pump
M9108,(reason not mentioned),"STOCK SET

POWER SUPPLY

THRU MAIL FROM ASHISH MEDICARE",aug,Electrocardiographs-Multi channel
MPM5588UPDS,SPO2 SENSOR NEED TO BE REPLACE,NO SPO2,aug,Patient monitors
MPM5588UPDS,NIBP CUFF PROBLEM NEW CONCUMABLE ACCESSORIES REQUIRED,NIBP NOT WORKING,aug,Patient monitors
MPM5588UPDS,NIBP CUFF NEED TO BE RPLACE MONITOR WORKING OK,NO NIBP,aug,Patient monitors
MPM5588UPDS,NIBP CUFF NEED TO BE RPLACE MONITOR WORKING OK,NO NIBP,aug,Patient monitors
MPM5588UPDS,SPO2 SENSOR  NEED TO BE RPLACE MONITOR WORKING OK,NO SPO2,aug,Patient monitors
MPM5588UPDS,NIBP CUFF NEED TO BE RPLACE MONITOR WORKING OK,NIBP PROBLEM,aug,Patient monitors
MECG6108TB,(reason not mentioned),"INSTALLATION


THRU MAIL FROM 




V",aug,Electrocardiographs-single channel
MECUBE-8LE,(reason not mentioned),"INSTALLATION


THRU MAIL FROM  SANJAY CHAUHAN SIR




V",aug,UltraSound
M108TDIGI,(reason not mentioned),"Battery requirement

THRU MAIL FROM K R LYNCH & CO

O/W

V
",aug,Electrocardiographs-single channel
MPM5588UPDS,(reason not mentioned),"INSTALLATION 

THRU MAIL FROM RINS MARKETING",aug,Patient monitors
MPMNSNjulN,(reason not mentioned),"INSTALLATION

THRU MAIL FROM DELTA MEDICAL SERVICES",aug,Patient monitors
MBPLEVS3643-D,problem solved by deleting the images folder and unit workin,"Memory full

Thru customer 

referred by employee (Mr. JAGIR",aug,X-ray
MPMEV10TDVGA,"we change the main board  not working properly, touch proble","ON AND OFF ISSUE/WHITE SCREEN

Thru call from dealer Healtth",aug,Patient monitors
V021jul001,"found problem exp valve membrane.

Replace from Another Valv","Machine flow is very high

Thru call from customer (Miss.Bab",aug,Mother Infant Care
MPMEV8,(reason not mentioned),"SPO2 not working

Thru call from dealer KRUTARTH MEDIAL SYST",aug,Patient monitors
MECG6108TB,(reason not mentioned),"Charger not working 

Thru call from dealer Sterling sales &",aug,Electrocardiographs-single channel
696FLORETFBD1000,"Main board replaced, now equipment working fine.","Display not working

Thru call from employee (Mr. VENKATESH",aug,Mother Infant Care
MECUBE-8,attempt by application Engg Mr Srikant awasthi.,"Image is not showing clearly & Software issue

Thru call fro",aug,UltraSound
BPLFLORET100,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Mother Infant Care
BPLFLORET100,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Mother Infant Care
MECG6208VIEWC,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-Multi channel
MDF2509R,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Defibrillators- Mono phasic
MECG6108TB,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Electrocardiographs-single channel
MDF261julR,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Defibrillators-Bi-Phasic
MPMEXCELLOD,(reason not mentioned),"Installation

Thru mail from dealer Electrocare Services 

S",aug,Patient monitors
MDF261julR,(reason not mentioned),"Installation


Thru mail from dealer Electrocare Services 

",aug,Defibrillators-Bi-Phasic
BPLSYRPUMP1,we did not find out the machine at the customer place.,"SYRINGE not selecting and motor issue

Thru call from custom",aug,Syringe pump
MPM5588UPDS,pending for HO approval.,"INSTALLUTION

THRU MAIL FROM RINS MARKETING",aug,Patient monitors
MPM5588UPDS,pending for HO approval.,"INSTALLATION 

THRU MAIL FROM RINS MARKETING",aug,Patient monitors
MPM5588UPDS,pending for HO approval.,"INSTALLUTION 

THRU MAIL FROM RINS MARKETING",aug,Patient monitors
MPM5588UPDS,pending for HO approval.,"INSTALLATION 

THRU MAIL FROM RINS MARKETING",aug,Patient monitors
MPM5588UPDS,PENDING FOR HO APPROVAL,"INSTALLUTION 

THRU MAIL FROM RINS MARKETING",aug,Patient monitors
MOGOXY5NEOS,(reason not mentioned),"INSTALLATION 

THRU MAIL FROM rinsmarketing",aug,Oxygen concentrator
MPMVIVEDVUE8OXSPO2,pending for HO approval.,"INSTALLATION 

THRU MAIL FROM RINS MARKETING",aug,Patient monitors
MPMVIVEDVUE8OXSPO2,pending for HO approval.,"INSTALLATION

THRU MAIL FROM RINS MARKETING

",aug,Patient monitors
MECG9108D,(reason not mentioned),"INSTALLATION

THRU MAIL FROM DELTA MEDICAL SERVICES

",aug,Electrocardiographs-Multi channel
BPLSYRPUMP1,(reason not mentioned),"INSTALLATION


THRU MAIL FROM DELTA MEDICAL SERVICES

",aug,Syringe pump
MPO5530,(reason not mentioned),"INSTALLATION 

THRU MAIL FROM DELTA MEDICAL SERVICES",aug,Patient monitors
MPMNSNjulN,(reason not mentioned),"INSTALLATION 

THRU MAIL FROM DELTA MEDICAL SERVICES

",aug,Patient monitors
BPLSYRPUMP1,(reason not mentioned),"

INSTALLATION 

THRU MAIL FROM DELTA MEDICAL SERVICES",aug,Syringe pump
MFD9jul14,Speaker problem. replace new speaker.," 
Sound Not Come     

THRU MAIL FROM DELTA MEDICAL TECHNOLO",aug,Foetal Doppler
MBPLCRAYP-MXDI,(reason not mentioned)," buggy monitor image flickering .

THRU MAIL FROM MR BIBIN",aug,C-Arm
MECUBE-8,(reason not mentioned),"CONVEX PROB PROBLEM 

THRU MR VIKAS 

MOB 

9650664jul24",aug,UltraSound
MECG9108D,(reason not mentioned),Work Complete,aug,Electrocardiographs-Multi channel
MFD9jul14,"SPEAKER WIRE DISCONNECTED 

SOLDEREN AS IT IS","speaker problem

thru mr sangemesh 

mob  

9686658309



",aug,Foetal Doppler
MPM5588PRB,(reason not mentioned),"INSTALLATION THRU MAIL FROM 

VARADA TECHNOLOGIES",aug,Patient monitors
MDF261jul,PADDLE PLATE REPLACED,"SHOCK NOT DELIVERED 

THRU MR SANGAMESH 

O/W",aug,Defibrillators-Bi-Phasic
MECG6208VIEWC,(reason not mentioned),"INSTALLATION THRU MAIL FROM 

LIFE CARE SYSTEMS",aug,Electrocardiographs-Multi channel
MECG6208VIEWC,"DISPLAY IN LINES

PENDING FOR DISPLAY COLOUR.","LINES IN DISPLAY.

THRU MAIL FROM LIFE CARE SYSTEMS",aug,Electrocardiographs-Multi channel
MECG6208VIEWC,(reason not mentioned),"LINES IN DISPLAY.

THRU MAIL FROM LIFE CARE SYSTEMS",aug,Electrocardiographs-Multi channel
MPMNSNjulM,"SPO2 PROBE COMPLAINT.

PENDING FOR SPO2 Y PROBE NEW TYPE.

R","SPO2 NOT GETTING

ITHIS WOMEN AND CHILD HOSPITAL",aug,Patient monitors
MECUBEIjul,"IN230jul0019jul9 Dt. 04/08/2023 from Delhi.

linear transducer (",in linear probe air gap between top rubber and plastic cover,aug,UltraSound
MFD9jul14,(reason not mentioned),"INSTALLATION THRU MAIL FROM 

DELTA MEDICAL TECHNOLOGY",aug,Foetal Doppler
MAMEFLO6-3GAS,(reason not mentioned),"INSTALLATION THRU MAIL FROM 

MR HIMANSHU",aug,Anaesthesia work station
MFM9852,(reason not mentioned),"GRAPH NOT COMING

O/W

THRU CALL FROM CUSTOMER",aug,Foetal Monitor
MPMEV8,(reason not mentioned),"MACHINE NOT GETTING ON.SMPS BOARD COMPLAINT

O.WTHRU MAIL FR",aug,Patient monitors
MAMPLN451MRIMI5,(reason not mentioned),"MACHINE LEAK ISSUE.VAPORIZER BACK BAR COMPLAINT

O/W

THRU M",aug,Penlon-Anaesthesia work station
MPMEXCELLOD,(reason not mentioned)," Display problem 

THRU MAIL FROM

Chennai Medic India",aug,Patient monitors
MPMEXCELLOD,(reason not mentioned),"Display problem 
THRU MAIL FROM
Chennai Medic India",aug,Patient monitors
MV021jul001,(reason not mentioned),"Installation

THRU MAIL FROM

Sarvesh Kumar",aug,Mother Infant Care
BPLSYRPUMP1,(reason not mentioned),"INSTALLATION

THRU MAIL FROM Delta Medical Technology


",aug,Syringe pump
MECUBE-8LE,"Delivery Challan No. : DC230jul0004jul5
Delivery Challan Date :","C1-6CT   SN- MTOAT026KODD LOOK LIKE DAMAGE REQUIRED NEW ONE
",aug,UltraSound
MFM9852,(reason not mentioned),"POWER BUTTON ISSUE

O/W

THRU CALL FROM GANESH

jul901542922",aug,Foetal Monitor
MBPLMRAD3.6,PMS Done machine working ok,Preventive Measures,aug,X-ray
MECG6208VIEWC,KEY PAD CHANGED NOW WORKING OK,"KEY PCB ISSUE

O/W

THRU CALL FROM AVNEESH

jul534924431",aug,Electrocardiographs-Multi channel
MECUBE-8,CONVEX PROBE DISPATCHED FROM BANGALORE BRANCH 1 NO FOR STOCK,"CONVEX PROBE ISSUE

THRU MAIL FROM VYSHNAV MOHANTY",aug,UltraSound
MECG6208VIEWC,(reason not mentioned),"INSTALLATION

THRU MAIL FROM BIOTECH ELECTROMEDIC",aug,Electrocardiographs-Multi channel
MFM9854,(reason not mentioned),"INSTALLATION


THRU MAIL FROM HARINADHA BABU SIR




V",aug,Foetal Monitor
MECG9108D,(reason not mentioned),"INSTALLATION

 
THRU MAIL FROM  HARINADHA BABU  SIR



V",aug,Electrocardiographs-Multi channel
MFM9852,(reason not mentioned),"INSTALLATION


THRU MAIL FROM HARINADHA SIR




V",aug,Foetal Monitor
MECUBE-8LE,"CW UPGRADED , UNIT FOUND WORKING FINE

","CW UPGRADATION

THRU MAIL FROM GANESH SIR




V",aug,UltraSound
MECG9108D,(reason not mentioned),"Installation

Thru mail from employee (Mr. G.Harinadhababu)
",aug,Electrocardiographs-Multi channel
MFM9852,(reason not mentioned),"Installation

Thru mail from employee (Mr. G.Harinadhababu)
",aug,Foetal Monitor
MECG9108D,(reason not mentioned),"Installation

Thru mail from employee (Mr. G.Harinadhababu)
",aug,Electrocardiographs-Multi channel
MECG9108D,Pending for HO approval.,"Installation

Thru mail from employee (Mr. G.Harinadhababu)
",aug,Electrocardiographs-Multi channel
MECG6108TB,(reason not mentioned),"Installation

Thru mail from employee (Mr. G.Harinadhababu)
",aug,Electrocardiographs-single channel
MECG9108D,(reason not mentioned),"Installation

Thru mail from employee (Mr. G.Harinadhababu)
",aug,Electrocardiographs-Multi channel
MECG9108D,(reason not mentioned),"Installation

Thru mail from Dealer GLOBAL MEDICARE (Mr.Ravi",aug,Electrocardiographs-Multi channel
MPM5644SNIBPSPO2,(reason not mentioned),"Installation

Thru mail from dealer Global Medicare (Mr. Rav",aug,Patient monitors
MPMEXCELORADV,(reason not mentioned),"Machine is not getting on

Thru call from dealer Prakash ent",aug,Patient monitors
MPMEXCELORADV,for Medical college jhansi.,"Machine is not getting on


Thru call from dealer Prakash en",aug,Patient monitors
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
MFM9852,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Foetal Monitor
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
BPLSYRPUMP1,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Syringe pump
BPLSYRPUMP1,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Syringe pump
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
BPLVOLPUMP1,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Volumetric Pump
BPLVOLPUMP1,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Volumetric Pump
MPM5588UPDS,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Patient monitors
BPLSYRPUMP1,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Syringe pump
696FLORET100,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Mother Infant Care
BPLSYRPUMP1,(reason not mentioned),"INSTULLATION 
THRU MAIL FROM CARE SYSTEM PULSE",aug,Syringe pump
